Submission ID,Common Name,Scientific Name,Taxonomic Order,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Number of Observers
S309883569,Northern Mockingbird,Mimus polyglottos,28114,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22:00 ,eBird - Traveling Count,2
S311655274,Northern Mockingbird,Mimus polyglottos,28114,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38:00 ,eBird - Traveling Count,2
S272084069,Northern Mockingbird,Mimus polyglottos,28114,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2025-09-07,12:43:00 ,eBird - Traveling Count,2
S313767068,Northern Mockingbird,Mimus polyglottos,28114,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S314516825,Northern Mockingbird,Mimus polyglottos,28114,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,14:45:00 ,eBird - Traveling Count,2
S314159734,Northern Mockingbird,Mimus polyglottos,28114,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,17:57:00 ,eBird - Traveling Count,2
S292237383,Eastern Bluebird,Sialia sialis,28126,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-01-03,16:19:00 ,eBird - Traveling Count,2
S277300427,Eastern Bluebird,Sialia sialis,28126,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-04,18:12:00 ,eBird - Casual Observation,2
S281477423,Eastern Bluebird,Sialia sialis,28126,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-26,9:24:00 ,eBird - Traveling Count,2
S313767068,Eastern Bluebird,Sialia sialis,28126,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S313767068,Hermit Thrush,Catharus guttatus,28333,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S300057008,American Robin,Turdus migratorius,28633,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57:00 ,eBird - Traveling Count,2
S307364174,American Robin,Turdus migratorius,28633,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-03-08,14:34:00 ,eBird - Traveling Count,2
S281477423,American Robin,Turdus migratorius,28633,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-26,9:24:00 ,eBird - Traveling Count,2
S318119395,American Robin,Turdus migratorius,28633,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S318119348,American Robin,Turdus migratorius,28633,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-31,17:40:00 ,eBird - Traveling Count,1
S318119330,American Robin,Turdus migratorius,28633,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S313767068,American Robin,Turdus migratorius,28633,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S314516825,American Robin,Turdus migratorius,28633,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,14:45:00 ,eBird - Traveling Count,2
S312570745,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,18:35:00 ,eBird - Traveling Count,1
S312854498,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,18:13:00 ,eBird - Traveling Count,1
S318119395,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S318119363,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:41:00 ,eBird - Traveling Count,1
S318119348,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-31,17:40:00 ,eBird - Traveling Count,1
S318119330,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S313767068,Cedar Waxwing,Bombycilla cedrorum,29888,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S300057008,House Sparrow,Passer domesticus,31534,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57:00 ,eBird - Traveling Count,2
S289207764,House Sparrow,Passer domesticus,31534,US-WA,Clark,L3402877,Salmon Creek Greenway Trail,45.7122376,-122.6851518,2025-12-19,8:59:00 ,eBird - Traveling Count,2
S281346134,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-25,17:06:00 ,eBird - Traveling Count,2
S281477423,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-26,9:24:00 ,eBird - Traveling Count,2
S312570745,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,18:35:00 ,eBird - Traveling Count,1
S312854498,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,18:13:00 ,eBird - Traveling Count,1
S318119395,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S318119363,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:41:00 ,eBird - Traveling Count,1
S318119348,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-31,17:40:00 ,eBird - Traveling Count,1
S318119330,House Sparrow,Passer domesticus,31534,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S314516825,House Sparrow,Passer domesticus,31534,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,14:45:00 ,eBird - Traveling Count,2
S300057008,House Finch,Haemorhous mexicanus,32310,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57:00 ,eBird - Traveling Count,2
S269511440,House Finch,Haemorhous mexicanus,32310,US-TX,Harris,L52026897,Aria Signs (private),29.926009,-95.368466,2025-08-25,12:53:00 ,eBird - Casual Observation,1
S281346134,House Finch,Haemorhous mexicanus,32310,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-25,17:06:00 ,eBird - Traveling Count,2
S318119330,House Finch,Haemorhous mexicanus,32310,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S309883569,House Finch,Haemorhous mexicanus,32310,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22:00 ,eBird - Traveling Count,2
S313767068,House Finch,Haemorhous mexicanus,32310,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S300057008,Lesser Goldfinch,Spinus psaltria,32609,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57:00 ,eBird - Traveling Count,2
S312570745,Chipping Sparrow,Spizella passerina,32990,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,18:35:00 ,eBird - Traveling Count,1
S312854498,Chipping Sparrow,Spizella passerina,32990,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,18:13:00 ,eBird - Traveling Count,1
S318119395,Chipping Sparrow,Spizella passerina,32990,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S318119348,Chipping Sparrow,Spizella passerina,32990,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-31,17:40:00 ,eBird - Traveling Count,1
S309883569,Chipping Sparrow,Spizella passerina,32990,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22:00 ,eBird - Traveling Count,2
S314516825,Chipping Sparrow,Spizella passerina,32990,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,14:45:00 ,eBird - Traveling Count,2
S313767068,Field Sparrow,Spizella pusilla,33002,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S292237383,Dark-eyed Junco,Junco hyemalis,33124,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-01-03,16:19:00 ,eBird - Traveling Count,2
S309883569,White-throated Sparrow,Zonotrichia albicollis,33201,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22:00 ,eBird - Traveling Count,2
S313767068,White-throated Sparrow,Zonotrichia albicollis,33201,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S289207764,Spotted Towhee,Pipilo maculatus,33386,US-WA,Clark,L3402877,Salmon Creek Greenway Trail,45.7122376,-122.6851518,2025-12-19,8:59:00 ,eBird - Traveling Count,2
S311655274,Eastern Meadowlark,Sturnella magna,33568,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38:00 ,eBird - Traveling Count,2
S269096080,Red-winged Blackbird,Agelaius phoeniceus,33779,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2025-08-19,17:13:00 ,Historical,1
S313767068,Red-winged Blackbird,Agelaius phoeniceus,33779,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S307364174,Brown-headed Cowbird,Molothrus ater,33833,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-03-08,14:34:00 ,eBird - Traveling Count,2
S292398274,Brown-headed Cowbird,Molothrus ater,33833,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-01-04,10:49:00 ,eBird - Traveling Count,2
S318119330,Brown-headed Cowbird,Molothrus ater,33833,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S298682402,Brewer's Blackbird,Euphagus cyanocephalus,33851,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-02-07,12:05:00 ,eBird - Traveling Count,2
S296606238,Brewer's Blackbird,Euphagus cyanocephalus,33851,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2026-01-26,15:25:00 ,Historical,1
S300057008,Great-tailed Grackle,Quiscalus mexicanus,33864,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57:00 ,eBird - Traveling Count,2
S318119395,Great-tailed Grackle,Quiscalus mexicanus,33864,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S298682402,Orange-crowned Warbler,Leiothlypis celata,33973,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-02-07,12:05:00 ,eBird - Traveling Count,2
S311655274,Northern Parula,Setophaga americana,34063,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38:00 ,eBird - Traveling Count,2
S309883569,Pine Warbler,Setophaga pinus,34153,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22:00 ,eBird - Traveling Count,2
S311655274,Pine Warbler,Setophaga pinus,34153,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38:00 ,eBird - Traveling Count,2
S314159734,Pine Warbler,Setophaga pinus,34153,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,17:57:00 ,eBird - Traveling Count,2
S298682402,Yellow-rumped Warbler,Setophaga coronata,34159,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-02-07,12:05:00 ,eBird - Traveling Count,2
S312570745,Yellow-rumped Warbler,Setophaga coronata,34159,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,18:35:00 ,eBird - Traveling Count,1
S312854498,Yellow-rumped Warbler,Setophaga coronata,34159,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,18:13:00 ,eBird - Traveling Count,1
S318119395,Yellow-rumped Warbler,Setophaga coronata,34159,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S318119330,Yellow-rumped Warbler,Setophaga coronata,34159,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S300057008,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57:00 ,eBird - Traveling Count,2
S307364174,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-03-08,14:34:00 ,eBird - Traveling Count,2
S269094797,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-08-23,18:22:00 ,eBird - Traveling Count,2
S279245275,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-13,18:30:00 ,eBird - Traveling Count,1
S281477423,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-26,9:24:00 ,eBird - Traveling Count,2
S292398274,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-01-04,10:49:00 ,eBird - Traveling Count,2
S298682402,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-02-07,12:05:00 ,eBird - Traveling Count,2
S312570745,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,18:35:00 ,eBird - Traveling Count,1
S312854498,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,18:13:00 ,eBird - Traveling Count,1
S318119395,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:00:00 ,eBird - Traveling Count,1
S318119363,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-30,18:41:00 ,eBird - Traveling Count,1
S318119348,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-31,17:40:00 ,eBird - Traveling Count,1
S318119330,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-04-06,18:01:00 ,eBird - Traveling Count,1
S268680428,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2025-08-21,20:58:00 ,Historical,1
S269757715,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2025-08-26,19:52:00 ,eBird - Casual Observation,1
S273078629,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2025-09-13,7:32:00 ,eBird - Stationary Count,1
S309883569,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22:00 ,eBird - Traveling Count,2
S311655274,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38:00 ,eBird - Traveling Count,2
S313767068,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-27,18:31:00 ,eBird - Traveling Count,2
S314516825,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,14:45:00 ,eBird - Traveling Count,2
S314159734,Northern Cardinal,Cardinalis cardinalis,34515,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,17:57:00 ,eBird - Traveling Count,2
S269003690,Northern Cardinal,Cardinalis cardinalis,34516,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2025-08-23,10:07:00 ,eBird - Traveling Count,2
S272084069,Northern Cardinal,Cardinalis cardinalis,34516,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2025-09-07,12:43:00 ,eBird - Traveling Count,2
S282937235,Saffron Finch,Sicalis flaveola,35477,BR-RJ,Rio de Janeiro,L54803838,"Avenida Atlântica, 3604, Rio de Janeiro BR-RJ (-22.9803,-43.1900)",-22.980311,-43.18996,2025-11-04,14:58:00 ,Historical,1