ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
656732937,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4075,6112
656732938,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4080,6120
656732936,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,2965,4447
656732880,Photo,Mourning Dove,Zenaida macroura,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Zenaida macroura,moudov,Species,2412,,.00,0,,3319,4978
656732878,Photo,Mourning Dove,Zenaida macroura,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Zenaida macroura,moudov,Species,2412,,.00,0,,3563,5344
656732509,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732507,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732504,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732503,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732502,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732497,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,2922,4383
656732499,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,2663,3995
656732405,Photo,Carolina Chickadee,Poecile carolinensis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Poecile carolinensis,carchi,Species,22060,,.00,0,,5792,8688
656732391,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732390,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4784,7176
656732389,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4139,6208
656732282,Photo,Brown-headed Cowbird,Molothrus ater,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Molothrus ater,bnhcow,Species,33833,,.00,0,,5792,8688
656732281,Photo,Brown-headed Cowbird,Molothrus ater,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Molothrus ater,bnhcow,Species,33833,,.00,0,,5792,8688
656732245,Photo,Carolina Chickadee,Poecile carolinensis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Poecile carolinensis,carchi,Species,22060,,.00,0,,5792,8688
656732216,Photo,Eastern Wood-Pewee,Contopus virens,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Contopus virens,eawpew,Species,16924,,.00,0,,5792,8688
656732217,Photo,Eastern Wood-Pewee,Contopus virens,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Contopus virens,eawpew,Species,16924,,.00,0,,5792,8688
656732215,Photo,Eastern Wood-Pewee,Contopus virens,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Contopus virens,eawpew,Species,16924,,.00,0,,5792,8688
656732181,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656732152,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,.00,0,,5792,8688
656732044,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Buteo jamaicensis,rethaw,Species,8506,,.00,0,,1638,2458
656732035,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Melanerpes carolinus,rebwoo,Species,11199,,.00,0,,5792,8688
656732036,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Melanerpes carolinus,rebwoo,Species,11199,,.00,0,,5792,8688
656731933,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656731932,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656731930,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-05-02,2026,5,2,1002,United States,US-TX-201,Texas,Harris,Jesse H. Jones County Park (UTC 038),30.0240000,-95.2950000,"",,Unspecified,false,false,,,,,,,S333500962,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,5792,8688
656731844,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-26,2026,4,26,1827,United States,US-TX-201,Texas,Harris,Fall Creek Subdivision,29.9329260,-95.2771390,"",,Unspecified,false,false,,,,,,,S328558759,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656731843,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-26,2026,4,26,1827,United States,US-TX-201,Texas,Harris,Fall Creek Subdivision,29.9329260,-95.2771390,"",,Unspecified,false,false,,,,,,,S328558759,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656731842,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-26,2026,4,26,1827,United States,US-TX-201,Texas,Harris,Fall Creek Subdivision,29.9329260,-95.2771390,"",,Unspecified,false,false,,,,,,,S328558759,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656731840,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-26,2026,4,26,1827,United States,US-TX-201,Texas,Harris,Fall Creek Subdivision,29.9329260,-95.2771390,"",,Unspecified,false,false,,,,,,,S328558759,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656731813,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-26,2026,4,26,1827,United States,US-TX-201,Texas,Harris,Fall Creek Subdivision,29.9329260,-95.2771390,"",,Unspecified,false,false,,,,,,,S328558759,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656731799,Photo,White-winged Dove,Zenaida asiatica,,,Felipe Harker,2026-04-26,2026,4,26,1827,United States,US-TX-201,Texas,Harris,Fall Creek Subdivision,29.9329260,-95.2771390,"",,Unspecified,false,false,,,,,,,S328558759,"",,,,,Zenaida asiatica,whwdov,Species,2389,,.00,0,,5792,8688
656731756,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-04-22,2026,4,22,1830,United States,US-TX-201,Texas,Harris,Home (private),29.9328390,-95.2771470,"",,Unspecified,false,false,,,,,,,S333655255,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4160,6240
656731757,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-04-22,2026,4,22,1830,United States,US-TX-201,Texas,Harris,Home (private),29.9328390,-95.2771470,"",,Unspecified,false,false,,,,,,,S333655255,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4240,6360
656731755,Photo,Northern Cardinal,Cardinalis cardinalis,,,Felipe Harker,2026-04-22,2026,4,22,1830,United States,US-TX-201,Texas,Harris,Home (private),29.9328390,-95.2771470,"",,Unspecified,false,false,,,,,,,S333655255,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4266,6399
656731733,Photo,Mourning Dove,Zenaida macroura,,,Felipe Harker,2026-04-22,2026,4,22,1830,United States,US-TX-201,Texas,Harris,Home (private),29.9328390,-95.2771470,"",,Unspecified,false,false,,,,,,,S333655255,"",,,,,Zenaida macroura,moudov,Species,2412,,.00,0,,4497,6746
656731732,Photo,Mourning Dove,Zenaida macroura,,,Felipe Harker,2026-04-22,2026,4,22,1830,United States,US-TX-201,Texas,Harris,Home (private),29.9328390,-95.2771470,"",,Unspecified,false,false,,,,,,,S333655255,"",,,,,Zenaida macroura,moudov,Species,2412,,.00,0,,4658,6987
