ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
656731538,Photo,Carolina Wren,Thryothorus ludovicianus,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Thryothorus ludovicianus,carwre,Species,27348,,.00,0,,5792,8688
656731533,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,4370,6555
656731531,Photo,Eastern Bluebird,Sialia sialis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Sialia sialis,easblu,Species,28126,,.00,0,,5792,8688
656731523,Photo,American Robin,Turdus migratorius,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Turdus migratorius,amerob,Species,28633,,.00,0,,5792,8688
656731517,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,.00,0,,5792,8688
656731510,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656731483,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,5792,8688
656731475,Photo,Egyptian Goose,Alopochen aegyptiaca,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Alopochen aegyptiaca,egygoo,Species,417,,.00,0,,2653,3980
656731472,Photo,Great Egret,Ardea alba,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Ardea alba,greegr,Species,7729,,.00,0,,4349,6524
656731471,Photo,Great Egret,Ardea alba,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Ardea alba,greegr,Species,7729,,.00,0,,4162,6243
656731389,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,5792,8688
656731385,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,5792,8688
656731387,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,5792,8688
656731384,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,5792,8688
656731383,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,3600,5401
656731382,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,3616,5424
656731355,Photo,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Dendrocygna autumnalis,bbwduc,Species,243,,.00,0,,5792,8688
656731347,Photo,European Starling,Sturnus vulgaris,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Sturnus vulgaris,eursta,Species,27813,,.00,0,,5792,8688
656731336,Photo,Eastern Bluebird,Sialia sialis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Sialia sialis,easblu,Species,28126,,.00,0,,5792,8688
656731337,Photo,Eastern Bluebird,Sialia sialis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Sialia sialis,easblu,Species,28126,,.00,0,,5792,8688
656731335,Photo,Eastern Bluebird,Sialia sialis,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Sialia sialis,easblu,Species,28126,,.00,0,,3822,5735
656731327,Photo,American Robin,Turdus migratorius,,,Felipe Harker,2026-04-18,2026,4,18,1803,United States,US-TX-339,Texas,Montgomery,San Jacinto R. at I-45 (Montgomery Co.),30.2483390,-95.4584877,"",,Unspecified,false,false,,,,,,,S326808768,"",,,,,Turdus migratorius,amerob,Species,28633,,.00,0,,5792,8688
656731293,Photo,Black Vulture,Coragyps atratus,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Coragyps atratus,blkvul,Species,7811,,.00,0,,5792,8688
656731292,Photo,Black Vulture,Coragyps atratus,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Coragyps atratus,blkvul,Species,7811,,.00,0,,5792,8688
656731290,Photo,Black Vulture,Coragyps atratus,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Coragyps atratus,blkvul,Species,7811,,.00,0,,5792,8688
656731291,Photo,Black Vulture,Coragyps atratus,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Coragyps atratus,blkvul,Species,7811,,.00,0,,5792,8688
656731276,Photo,Black-chinned Hummingbird,Archilochus alexandri,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Archilochus alexandri,bkchum,Species,4803,,.00,0,,5792,3861
656731277,Photo,Black-chinned Hummingbird,Archilochus alexandri,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Archilochus alexandri,bkchum,Species,4803,,.00,0,,5792,3861
656731278,Photo,Black-chinned Hummingbird,Archilochus alexandri,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Archilochus alexandri,bkchum,Species,4803,,.00,0,,5792,3861
656731279,Photo,Black-chinned Hummingbird,Archilochus alexandri,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Archilochus alexandri,bkchum,Species,4803,,.00,0,,5792,3861
656731274,Photo,Black-chinned Hummingbird,Archilochus alexandri,,,Felipe Harker,2026-04-12,2026,4,12,1158,United States,US-TX-019,Texas,Bandera,Pipe Creek (private),29.6982480,-98.9736290,"",,Unspecified,false,false,,,,,,,S321692354,"",,,,,Archilochus alexandri,bkchum,Species,4803,,.00,0,,2393,3590
656730921,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656730920,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,3760,5640
656730890,Photo,House Sparrow,Passer domesticus,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Passer domesticus,houspa,Species,31534,,.00,0,,2892,4338
656730771,Photo,Mourning Dove,Zenaida macroura,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Zenaida macroura,moudov,Species,2412,,.00,0,,3243,4865
656730702,Photo,European Starling,Sturnus vulgaris,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Sturnus vulgaris,eursta,Species,27813,,.00,0,,5792,8688
656730701,Photo,European Starling,Sturnus vulgaris,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Sturnus vulgaris,eursta,Species,27813,,.00,0,,5792,8688
656730667,Photo,House Sparrow,Passer domesticus,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Passer domesticus,houspa,Species,31534,,.00,0,,3101,4651
656730668,Photo,House Sparrow,Passer domesticus,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Passer domesticus,houspa,Species,31534,,.00,0,,3632,5448
656730598,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656730597,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,5792,8688
656730595,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,2038,3057
656730596,Photo,Northern Mockingbird,Mimus polyglottos,,,Felipe Harker,2026-04-10,2026,4,10,909,United States,US-TX-029,Texas,Bexar,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,"",,Unspecified,false,false,,,,,,,S321697386,"",,,,,Mimus polyglottos,normoc,Species,28114,,.00,0,,4939,7409
